No,file,Cd,diff,percent
1676,4f3941a1fe9234f3278d487b747b0a3d,0.416423213,0.0085973,0.020645583
1677,4f3941a1fe9234f3278d487b747b0a3d_aug,0.413277865,0.0054343,0.013149265
1678,4f54d7acc33111a56afa0fe12a1de326,0.434612865,0.0228438,0.05256126
1679,4f54d7acc33111a56afa0fe12a1de326_aug,0.416058252,0.0120111,0.028868794
1680,4f5f16bc05b6bd0f72a38ac2b8f5cd48,0.321322292,0.0076722,0.023876961
1681,4f5f16bc05b6bd0f72a38ac2b8f5cd48_aug,0.332496898,0.0070672,0.021254935
1682,4f965a94919a44fe8f603ea098f8cff8,0.29020064,0.0144831,0.049907195
1683,4f965a94919a44fe8f603ea098f8cff8_aug,0.294944577,0.0096359,0.032670206
1684,4f9db143aa853e69b207e9cc82f7c858,0.331274894,0.0012139,0.003664328
1685,4f9db143aa853e69b207e9cc82f7c858_aug,0.336109813,0.0007751,0.002306092
1686,4fa9b14789c8af5e3781057335c8a2e8,0.529887727,0.037456,0.070686672
1687,4fa9b14789c8af5e3781057335c8a2e8_aug,0.50143111,0.0241909,0.048243716
1688,4fab8a201745fbd8b7e8401e0a096042,0.389785206,0.0238341,0.061146754
1689,4fab8a201745fbd8b7e8401e0a096042_aug,0.385537298,0.0156437,0.040576359
1690,4fd6aa7821d7b1072f20449572a3a77c,0.412832531,0.0165218,0.040020586
1691,4fd6aa7821d7b1072f20449572a3a77c_aug,0.414724502,0.0161425,0.03892343
1692,4fd6fe1f81a83dcee6513d84422cefc4,0.383045165,0.0015651,0.004085941
1693,4fd6fe1f81a83dcee6513d84422cefc4_aug,0.367026573,0.0099437,0.027092589
1694,4fea9b67188b830f6a2345809e2bb169,0.535664858,0.007293,0.013614856
1695,4fea9b67188b830f6a2345809e2bb169_aug,0.520032973,0.0184788,0.035533901
1696,4ff03bb0f58a80a1376ecb60cdc696ff,0.434388504,0.0036626,0.008431623
1697,4ff03bb0f58a80a1376ecb60cdc696ff_aug,0.429132377,0.0086061,0.020054651
1698,4ff291758d03aab8d935b10ea652d50e,0.400645769,0.0117261,0.029267999
1699,4ff291758d03aab8d935b10ea652d50e_aug,0.410191702,0.0089535,0.021827599
1700,4ffcd9ac4e9e275b4a09828e3e3dc0c6,0.393556337,0.0021392,0.005435562
1701,4ffcd9ac4e9e275b4a09828e3e3dc0c6_aug,0.387808873,0.0034248,0.008831154
1702,4ffe3fea9d1a357a5bff54de03f42ea1,0.392822917,0.0062097,0.015807886
1703,4ffe3fea9d1a357a5bff54de03f42ea1_aug,0.401868819,0.0059903,0.014906108
1704,5003ebea180c1ff51a24be318f2d4b55,0.469359898,0.0006564,0.0013985
1705,5003ebea180c1ff51a24be318f2d4b55_aug,0.454541342,0.0009369,0.002061199
1706,501ac8493044eff04d44f5db04bf14b8,0.39534544,0.0001878,0.000475028
1707,501ac8493044eff04d44f5db04bf14b8_aug,0.385682833,0.0002123,0.000550452
1708,50373a413497eb966436916a86a90ed7,0.496966552,0.0081744,0.016448592
1709,50373a413497eb966436916a86a90ed7_aug,0.502307654,0.0211682,0.042141902
1710,5042d8f781a58c4c9be457a8c6fa099b,0.553918006,0.0145691,0.026301907
1711,5042d8f781a58c4c9be457a8c6fa099b_aug,0.544725298,0.0079847,0.014658214
1712,50443a90a25df9402224c2419008e86a,0.36803939,0.0187645,0.050985032
1713,50443a90a25df9402224c2419008e86a_aug,0.382195521,0.0150695,0.039428772
1714,504e8dbdccd8beea7e488037e176d2f0,0.433961402,0.0063621,0.01466052
1715,504e8dbdccd8beea7e488037e176d2f0_aug,0.42054129,0.0061674,0.014665385
1716,5057c9dbf72e0352728fa2df514c65d4,0.541257331,0.011761,0.021729036
1717,5057c9dbf72e0352728fa2df514c65d4_aug,0.501080925,0.0152399,0.030414049
1718,505ab718b8083f02ff1370452e3a0154,0.431397985,0.0042063,0.009750393
1719,5072b22ad4cf2b63d3a4a147150abca8,0.397530173,0.0114752,0.028866237
1720,5072b22ad4cf2b63d3a4a147150abca8_aug,0.399691402,0.0020173,0.005047144
1721,50840e502ec2a45aafe1d4530f4c6e24,0.477794546,0.0014796,0.003096729
1722,50840e502ec2a45aafe1d4530f4c6e24_aug,0.430512706,0.0414981,0.096392277
1723,508b9f9da70d70dc809a9c98ca4d300a,0.274658446,0.0016257,0.005918988
1724,508b9f9da70d70dc809a9c98ca4d300a_aug,0.276366158,0.0010933,0.003955984
1725,50ba203c086c496df43db49cede9f847,0.348693613,0.0149947,0.043002508
1726,50ba203c086c496df43db49cede9f847_aug,0.333451837,0.0148002,0.044384821
1727,50e3333f66829c8fbe40bb45ea25a041,0.372213856,0.0112074,0.03011011
1728,50e3333f66829c8fbe40bb45ea25a041_aug,0.373303235,0.0205626,0.055082834
1729,50e986077b994d6aa848f24544821b25_aug,0.482966071,0.0089188,0.018466722
1730,50fa753adf091f70fab547ee2b6eb21f,0.399423079,0.0072962,0.018266846
1731,50fa753adf091f70fab547ee2b6eb21f_aug,0.406654267,0.0031749,0.007807369
1732,51048ab1eeca5e8dee79ed7216eaef91,0.375710763,0.003901,0.010382987
1733,51048ab1eeca5e8dee79ed7216eaef91_aug,0.385818152,0.0003512,0.000910273
1734,51062ec9b0dadf971c65421fe734e7bc,0.383678988,0.0011196,0.002918064
1735,51062ec9b0dadf971c65421fe734e7bc_aug,0.375057069,0.0011654,0.00310726
1736,510df40932e79779a324deea8acbeebe,0.338861538,0.0067656,0.019965677
1737,510df40932e79779a324deea8acbeebe_aug,0.331945131,0.010255,0.03089366
1738,511090945611bf779c42a23393daea65,0.355447487,0.0123104,0.034633527
1739,511090945611bf779c42a23393daea65_aug,0.32400551,0.0006292,0.001941942
1740,511d8959ac8eeee51ee7db286609e030,0.516018671,0.0044901,0.008701429
1741,511d8959ac8eeee51ee7db286609e030_aug,0.491101465,0.0022783,0.004639164
1742,512f51decc70c3f47f847276af24aeae,0.430064262,0.0027454,0.006383697
1743,512f51decc70c3f47f847276af24aeae_aug,0.4195716,0.0071372,0.017010684
1744,5135ad38043cfe64eb766e5a46fceab,0.352360413,0.0087375,0.024797053
1745,513c8eab397929afd536c1ebda275556,0.344755777,0.0368768,0.106964995
1746,513c8eab397929afd536c1ebda275556_aug,0.34613964,0.0059837,0.017286954
1747,515492715a04d8756a2345809e2bb169,0.7904117,0.0615991,0.07793293
1748,515492715a04d8756a2345809e2bb169_aug,0.787582054,0.0501653,0.063695331
1749,5159e66285698fc4b97c9314bd4647d5,0.650332688,0.0364004,0.055971967
1750,5159e66285698fc4b97c9314bd4647d5_aug,0.688316417,0.0120332,0.017482076
1751,515ff7b5b651f4481bbfdba35dd7d1f0,0.388206417,0.0068486,0.017641646
1752,515ff7b5b651f4481bbfdba35dd7d1f0_aug,0.392224669,0.0240228,0.06124755
1753,516d59c753cc3592437c534ce64aed50,0.340697512,0.014253,0.041834764
1754,516d59c753cc3592437c534ce64aed50_aug,0.328696581,0.0236631,0.071990709
1755,51859ebb0c03d756227cba038bf7c95,0.365153842,0.0081394,0.022290331
1756,51859ebb0c03d756227cba038bf7c95_aug,0.362071677,0.0050037,0.013819639
1757,51ae6558e6914920253c03b7df20edd5,0.379688062,0.001329,0.003500242
1758,51ae6558e6914920253c03b7df20edd5_aug,0.385396046,0.0029971,0.007776676
1759,51c41b07ac64a0de9bc0c5b67eaafbc,0.284405363,0.0060096,0.021130403
1760,51c41b07ac64a0de9bc0c5b67eaafbc_aug,0.286516546,0.0144762,0.050524831
1761,51c957fc4a2690ea7af49dac67ce8f,0.339396344,0.0205718,0.06061291
1762,51c957fc4a2690ea7af49dac67ce8f_aug,0.341008319,0.0025822,0.007572249
1763,51d9af66315d76f9e6b335b85df4d203,0.355763031,0.0140573,0.039513099
1764,51d9af66315d76f9e6b335b85df4d203_aug,0.367588035,0.0054117,0.014722188
1765,51db4b49c5fc04a1d2350421a9405ba,0.489332794,0.0169912,0.034723199
1766,51db4b49c5fc04a1d2350421a9405ba_aug,0.474948013,0.0093934,0.019777744
1767,51ea557600eeae82ed3696d854eee1ec,0.344741962,0.0113967,0.033058639
1768,51ea557600eeae82ed3696d854eee1ec_aug,0.353021898,0.0203767,0.057720782
1769,51eb6c713070607db9cc180a886c1254,0.470327594,0.003864,0.00821555
1770,51eb6c713070607db9cc180a886c1254_aug,0.469950544,0.0056198,0.01195828
1771,51f4aebb148459a45fae7711b4095f8,0.416709596,0.0194074,0.046572962
1772,51f4aebb148459a45fae7711b4095f8_aug,0.417371515,0.0092689,0.022207792
1773,51fe585495557cbadb876653e19ce9fb,0.358682779,0.0101381,0.028264808
1774,51fe585495557cbadb876653e19ce9fb_aug,0.353124215,0.0130584,0.036979622
1775,5214a2888fe7d163804272696dc83193,0.317137423,0.0196038,0.061814843
1776,5214a2888fe7d163804272696dc83193_aug,0.323105621,0.0068106,0.021078556
1777,5214b176cd4fc5c3bc9c5e43ef06f078,0.282032456,0.0056583,0.020062585
1778,5214b176cd4fc5c3bc9c5e43ef06f078_aug,0.276867438,0.0091121,0.032911418
1779,52372e0a6b8a10b86a34aa94ca8a3355,0.367162604,0.0045236,0.012320427
1780,52372e0a6b8a10b86a34aa94ca8a3355_aug,0.356753117,0.0116448,0.03264106
1781,5250613c7f05a1454040f65a4155bbbf,0.325387794,0.0147429,0.045308706
1782,5250613c7f05a1454040f65a4155bbbf_aug,0.324607406,0.0262994,0.0810191
1783,5276f39f1f70d2c6843b896bbab350c,0.382179829,0.0067139,0.017567384
1784,5276f39f1f70d2c6843b896bbab350c_aug,0.384456227,0.0027788,0.007227871
1785,527d01f97c633c252f20449572a3a77c,0.422847583,0.0202073,0.047788614
1786,527d01f97c633c252f20449572a3a77c_aug,0.416651819,0.0218536,0.052450509
1787,528c01214da6d4bca7fd25564c2e888e,0.339083452,0.0030797,0.009082425
1788,528c01214da6d4bca7fd25564c2e888e_aug,0.352741729,0.003511,0.009953458
1789,5299cadd553c34ad9d1eb836604648db,0.406245535,0.0061649,0.015175305
1790,5299cadd553c34ad9d1eb836604648db_aug,0.412977015,0.0134406,0.032545637
1791,52a1d23a09e38c4d50577cf04f3bf74a,0.332926829,0.042019,0.126210916
1792,52a1d23a09e38c4d50577cf04f3bf74a_aug,0.322225944,0.0451122,0.140001762
1793,52a988b361f6cefd685753e73124c6e8,0.425186062,0.0057276,0.013470808
1794,52a988b361f6cefd685753e73124c6e8_aug,0.43174761,0.0034795,0.008059107
1795,52abca690cceb7c634a65e2e5c663c7e,0.40261471,0.0023472,0.005829891
1796,52abca690cceb7c634a65e2e5c663c7e_aug,0.414397208,0.001422,0.00343149
1797,52c589e86fd500cd4a42886683bb52d2,0.44075889,0.0625441,0.141900938
1798,52c589e86fd500cd4a42886683bb52d2_aug,0.436398323,0.0470902,0.107906464
1799,52ee842db08cd881979ef391885ee5d2,0.384153385,0.0166554,0.043356119
1800,52ee842db08cd881979ef391885ee5d2_aug,0.405174196,0.0297617,0.073454085
1801,52f2a2472411fe2e6b418c7d9fedcaa9,0.383163025,0.0034537,0.009013657
1802,52f2a2472411fe2e6b418c7d9fedcaa9_aug,0.393486513,0.0074701,0.018984386
1803,52f592a68c828a1e190cf42afcf85660,0.486599052,0.0030436,0.006254842
1804,52f592a68c828a1e190cf42afcf85660_aug,0.49985211,0.0076698,0.015344139
1805,52ff21d1ba10add4bda72093f9b5aa73_aug,0.465621721,0.008705,0.018695434
1806,532eb0f5117764035fcdc4eb40a828be,0.312095427,0.0062459,0.020012789
1807,532eb0f5117764035fcdc4eb40a828be_aug,0.308872031,0.0077521,0.025098096
1808,53362dc7488884a4468bac13e007a6e9,0.528924117,0.0029277,0.005535199
1809,53362dc7488884a4468bac13e007a6e9_aug,0.535785225,0.0130394,0.024336991
1810,534c6dd5fbc556a9bb195c9c4c7ff969,0.427921196,0.0118472,0.027685471
1811,534c6dd5fbc556a9bb195c9c4c7ff969_aug,0.403795194,0.0121639,0.030123935
1812,5351646fca246bc989c6f1079da7a8d4,0.359072613,0.0262313,0.073052912
1813,5351646fca246bc989c6f1079da7a8d4_aug,0.350872131,0.024053,0.068552039
1814,5357fd81d212951a1c64dffb0265c4d6,0.489134583,0.0081793,0.016721983
1815,5357fd81d212951a1c64dffb0265c4d6_aug,0.472101215,0.0079147,0.016764837
1816,5360120fa2068486d76439fb95cdd2ed,0.278261687,0.0069031,0.024807943
1817,5360120fa2068486d76439fb95cdd2ed_aug,0.280640998,0.0067709,0.024126553
1818,536b6629c4f60d07e78002a96f52ef26,0.328070658,0.0127329,0.038811456
1819,536b6629c4f60d07e78002a96f52ef26_aug,0.326918637,0.0204734,0.062625368
1820,53895830484cd75d9a68e1b6bb3d1631,0.292487585,0.0006065,0.002073592
1821,53895830484cd75d9a68e1b6bb3d1631_aug,0.298784965,0.0002198,0.000735646
1822,5389c96e84e9e0582b1e8dc2f1faa8cb,0.531211467,0.0032801,0.006174754
1823,5389c96e84e9e0582b1e8dc2f1faa8cb_aug,0.519818142,0.0039392,0.007578035
1824,53a031dd120e81dc3aa562f24645e326,0.334180975,0.0116917,0.034986133
1825,53a031dd120e81dc3aa562f24645e326_aug,0.321914371,0.0046327,0.014391094
1826,53a517763b58e145997c7633d86f582,0.394933448,0.0147377,0.03731692
1827,53a517763b58e145997c7633d86f582_aug,0.402680331,0.0417977,0.103798713
1828,53a604e4037c650beedcafe524c3dc4c,0.317837519,0.0179587,0.056502769
1829,53a604e4037c650beedcafe524c3dc4c_aug,0.31539195,0.0001842,0.000584035
1830,53d9995a0b94fd37428df271ebc70bc0,0.327427406,0.0096312,0.029414764
1831,53d9995a0b94fd37428df271ebc70bc0_aug,0.330269363,0.0195939,0.059327029
1832,53eefcccd5cd3f503321f92c0620b811,0.491945075,0.0187862,0.038187596
1833,53eefcccd5cd3f503321f92c0620b811_aug,0.4756708,0.0246115,0.051740616
1834,5403d8e32029e75cbecf71e2e014ff6f,0.370350888,0.0075552,0.020400113
1835,5403d8e32029e75cbecf71e2e014ff6f_aug,0.367707756,0.0065767,0.017885671
1836,5424fa10c9e12e6317a54d13fb550a39,0.376700804,0.0057477,0.015257998
1837,5424fa10c9e12e6317a54d13fb550a39_aug,0.375976344,0.0108405,0.028832931
1838,543559b7c7f862f9cac1226cb3e860ca,0.286668225,0.0202066,0.070487756
1839,543559b7c7f862f9cac1226cb3e860ca_aug,0.290611587,0.0312248,0.107445131
1840,543a6562ae746ed45daf03c341f7f599,0.471793969,0.0082061,0.017393397
1841,543a6562ae746ed45daf03c341f7f599_aug,0.434985519,0.0029007,0.006668498
1842,5440c9346c179c5d4a7af88b18aff469,0.386737406,0.0031063,0.008032065
1843,5440c9346c179c5d4a7af88b18aff469_aug,0.386484656,0.0019933,0.005157514
1844,54454eefe74ee4f63f7e28616073ba48,0.438837965,0.0075751,0.017261724
1845,54454eefe74ee4f63f7e28616073ba48_aug,0.438755581,0.0059492,0.013559258
1846,545abd37dd50dad953536e7c905b301,0.388569727,0.0010568,0.002719718
1847,545abd37dd50dad953536e7c905b301_aug,0.396289652,0.0119047,0.030040401
1848,5494ca610eb9fad59bd53ddfa65bb6b1,0.310890088,0.0005533,0.001779729
1849,5494ca610eb9fad59bd53ddfa65bb6b1_aug,0.304231687,0.0004037,0.001326949
1850,54b10fd57a55e249ad07230f53fe98be,0.517568363,0.0296352,0.057258523
1851,54b10fd57a55e249ad07230f53fe98be_aug,0.504620865,0.0491064,0.097313455
1852,54b89bb4ed5aa492e23d60a1b706b44f,0.339244106,0.012142,0.035791337
1853,54b89bb4ed5aa492e23d60a1b706b44f_aug,0.326216388,0.0023078,0.007074445
1854,54d525937d9c6921afe717997470b28d,0.466209715,0.0116383,0.024963658
1855,54d525937d9c6921afe717997470b28d_aug,0.468418179,0.0047411,0.010121512
1856,54f2de708b1bad2172152988eac576ab,0.373898352,0.0097343,0.026034616
1857,54f2de708b1bad2172152988eac576ab_aug,0.375472787,0.0085375,0.022737999
1858,5507053326da6259ce7f21d2f164a63d,0.418015592,0.00051,0.00122005
1859,5507053326da6259ce7f21d2f164a63d_aug,0.4151667,0.0006641,0.001599598
1860,55097ab4a757d74b61ff86840a249bb4,0.372084481,0.0067431,0.018122497
1861,55097ab4a757d74b61ff86840a249bb4_aug,0.373856163,0.0044541,0.01191394
1862,5520fb5a664dfb7de76055e4b66d9fc0,0.460247169,0.0229376,0.049837569
1863,5520fb5a664dfb7de76055e4b66d9fc0_aug,0.47431081,0.011316,0.023857774
1864,554a04784b2f0eccbc513bbf92336c2a,0.48074114,0.0183445,0.03815879
1865,554a04784b2f0eccbc513bbf92336c2a_aug,0.489915529,0.0417872,0.085294704
1866,554bfeff3c44a3d6425b2c354eccabaf,0.465663683,0.0824126,0.176978801
1867,554bfeff3c44a3d6425b2c354eccabaf_aug,0.450665156,0.0683672,0.151702875
1868,556ec1ccfcb79f08a7fd25564c2e888e,0.306590988,0.0019259,0.006281659
1869,556ec1ccfcb79f08a7fd25564c2e888e_aug,0.319589725,0.000232,0.000725931
1870,557315ec87e7ab9d3189f4fd2261a1d0,0.289008431,0.004156,0.014380203
1871,557315ec87e7ab9d3189f4fd2261a1d0_aug,0.281685417,0.0127003,0.045086821
1872,557413032afecbd4c627f7f719e1032,0.643354567,0.0077767,0.012087736
1873,557413032afecbd4c627f7f719e1032_aug,0.655422908,0.0142927,0.021806836
1874,558404e6c17c58997302a5e36ce363de,0.309202385,0.0106666,0.034497147
1875,558404e6c17c58997302a5e36ce363de_aug,0.3086373,0.0066433,0.021524618
1876,55dff9523c757ff2c8c241cb24f7e0ac,0.410243875,0.0076447,0.018634526
1877,55dff9523c757ff2c8c241cb24f7e0ac_aug,0.416616012,0.0104812,0.025157939
1878,55e0897c0ac089a6da5cb3be8feeaadc,0.430726515,0.0043434,0.010083893
1879,55e0897c0ac089a6da5cb3be8feeaadc_aug,0.430590312,0.0100385,0.023313344
1880,560cc2e69f589475704715417c0f83c1,0.432263562,0.0033364,0.007718439
1881,560cc2e69f589475704715417c0f83c1_aug,0.421418077,0.0005643,0.00133905
1882,560cef57d7fc0969b1bb46d2556ba67d,0.372114558,0.0074038,0.019896561
1883,560cef57d7fc0969b1bb46d2556ba67d_aug,0.366365692,0.0092706,0.025304225
1884,56314476c02435b2f20449572a3a77c,0.457532825,0.0211728,0.046276024
1885,56332360ecedaf4fb095dfb45b5ad0ce,0.352097212,0.0033764,0.009589397
1886,56332360ecedaf4fb095dfb45b5ad0ce_aug,0.337191404,0.0084758,0.025136465
1887,56478692749392a19dfd5136ef0f2af,0.32468735,0.0101887,0.031380034
1888,56478692749392a19dfd5136ef0f2af_aug,0.321725702,0.0127973,0.039777052
1889,564e3756a84b50412b3e419826b961ef_aug,0.496756179,0.0077029,0.0155064
1890,5662d48de15dcacee1c2519ec6f06d41,0.347735929,0.0010632,0.003057493
1891,5662d48de15dcacee1c2519ec6f06d41_aug,0.340531188,0.0005086,0.001493549
1892,5675ff1d006c56009b2acbfd8323f804,0.410181502,0.0088896,0.021672357
1893,5675ff1d006c56009b2acbfd8323f804_aug,0.40130131,0.0093988,0.023420806
1894,56a3f3d118f350a516abce8cb03e7794,0.38582201,0.0030819,0.00798788
1895,56a3f3d118f350a516abce8cb03e7794_aug,0.368625448,0.0022057,0.00598358
1896,56c056544a2fba1614d5081e13f5a1db,0.418777652,0.007081,0.016908734
1897,56c056544a2fba1614d5081e13f5a1db_aug,0.426135106,0.0109035,0.025586956
1898,56c80ed5da821cd0179005454847728d,0.448574271,0.0114393,0.025501463
1899,56c80ed5da821cd0179005454847728d_aug,0.444719394,0.0088076,0.019804848
1900,56cca58a4f37323bd0889537a7d54003,0.395196727,0.0046486,0.011762749
1901,56cca58a4f37323bd0889537a7d54003_aug,0.387881462,0.0005987,0.001543513
1902,56d463162ff5352cbd835ce3c63f4d10,0.385627971,0.0038607,0.010011463
1903,56d463162ff5352cbd835ce3c63f4d10_aug,0.369836379,0.0020631,0.005578413
1904,56d5921f58898cbc56e8a11c9bc9a7f,0.30910374,0.0007594,0.00245678
1905,56d5921f58898cbc56e8a11c9bc9a7f_aug,0.316030379,0.0003908,0.00123659
1906,56dafc275ef1367d307cb03f4c762959,0.303338362,0.0262926,0.086677464
1907,56dafc275ef1367d307cb03f4c762959_aug,0.29791565,0.004903,0.016457679
1908,56dc27e4374cf87132eaaf3b7c9989f6_aug,0.432206806,0.0056486,0.013069207
1909,56e0fef0632aed0f1d27be7764701cfe,0.412648215,0.0180881,0.043834189
1910,56e0fef0632aed0f1d27be7764701cfe_aug,0.408168296,0.0240085,0.0588201
1911,56e51b3272fd628f3781057335c8a2e8_aug,0.619033358,0.0020548,0.003319369
1912,57265f883e5a1298a8b8314b2f08d3c8,0.75211179,0.0229635,0.03053203
1913,57265f883e5a1298a8b8314b2f08d3c8_aug,0.753346473,0.0271368,0.036021673
1914,572edac8bce600c56f2b832ee4c8c232,0.328618835,0.0101102,0.030765735
1915,572edac8bce600c56f2b832ee4c8c232_aug,0.316450221,0.0109716,0.034670856
1916,57473b02b663949d65c0dac43610f94b,0.349877971,0.0134428,0.038421396
1917,57473b02b663949d65c0dac43610f94b_aug,0.353925302,0.0123,0.034753096
1918,575266906372ef117cc922af3684d251,0.429064513,0.0073471,0.017123532
1919,575266906372ef117cc922af3684d251_aug,0.428327467,0.0089475,0.020889391
1920,575ac5c53ab9fe21a26fdd1a1e470de9,0.399440094,0.0002411,0.000603595
1921,575ac5c53ab9fe21a26fdd1a1e470de9_aug,0.384911448,0.001722,0.004473756
1922,5768ae99da7499feadca4990256df2c6,0.401843654,0.0008682,0.002160542
1923,5768ae99da7499feadca4990256df2c6_aug,0.406185002,0.0012262,0.003018821
1924,57a2d812153fa225c740046119b36696,0.403577781,0.0122229,0.030286355
1925,57aa7560dcfecea81edf5a868fdffb8d,0.313941033,0.0055145,0.017565401
1926,57aa7560dcfecea81edf5a868fdffb8d_aug,0.306173771,0.0094891,0.030992531
1927,57b8d6a0e58f7f5712da0dbf3c68e847,0.311039713,0.0190559,0.061265167
1928,57b8d6a0e58f7f5712da0dbf3c68e847_aug,0.295402169,0.0013159,0.004454605
1929,57e91b50c5420cbb4628d74a95bb7fe,0.384360673,0.0031089,0.008088497
1930,57e91b50c5420cbb4628d74a95bb7fe_aug,0.376054885,0.0026468,0.007038334
1931,57f33e6592637b678db6098b79d0204,0.452474658,0.0099348,0.021956589
1932,57f33e6592637b678db6098b79d0204_aug,0.444296213,0.0388587,0.087461245
1933,57f6b143a7bf935aaacd121612f6f300,0.36630245,0.0084316,0.023018137
1934,57f6b143a7bf935aaacd121612f6f300_aug,0.38929124,0.0112684,0.028945938
1935,580a963a52e298ccb97b74f46d9f5700,0.404786663,0.0036055,0.008907161
1936,580a963a52e298ccb97b74f46d9f5700_aug,0.418012848,0.0120845,0.028909398
1937,5823e5205bc7eb46cebc874b6631de1,0.450940487,0.0139433,0.030920488
1938,5823e5205bc7eb46cebc874b6631de1_aug,0.445499708,0.0112997,0.025364102
1939,58569e7feac27d3e5da8146fec888d45,0.349757996,0.0002508,0.000717067
1940,58569e7feac27d3e5da8146fec888d45_aug,0.353593992,0.0002553,0.000722015
1941,586da8cf648767222a9eb0f146e94477,0.324861669,0.00043,0.00132364
1942,586da8cf648767222a9eb0f146e94477_aug,0.352548608,0.003075,0.008722202
1943,5878efce4b7ea3039c2b9cd6d90d53c8,0.328078558,0.0016073,0.004899132
1944,5878efce4b7ea3039c2b9cd6d90d53c8_aug,0.32562829,0.0003719,0.0011421
1945,58a500adc776ffd5a9655fa3e976d18a,0.391230987,0.0087179,0.022283255
1946,58a500adc776ffd5a9655fa3e976d18a_aug,0.380376035,0.0093051,0.024462898
1947,58d9741ad324623e9872e22d6b8eb647,0.407654554,0.0068076,0.016699433
1948,58d9741ad324623e9872e22d6b8eb647_aug,0.410369788,0.0099336,0.02420646
1949,58da19fef63348a56b6ef877dc525506,0.360867438,9.32E-05,0.000258267
1950,58da19fef63348a56b6ef877dc525506_aug,0.372244881,0.0004169,0.001119962
1951,58dfa36440ada6cf2a9eb0f146e94477,0.360734456,0.0030866,0.008556432
1952,58dfa36440ada6cf2a9eb0f146e94477_aug,0.395709362,0.0092293,0.023323431
1953,58e35129e689d3d54d93061ac43f4822,0.387654177,0.0043532,0.011229597
1954,58e35129e689d3d54d93061ac43f4822_aug,0.381819648,0.002383,0.006241167
1955,58f447ce8de6b9794c40f34de8f3bdb8,0.492401706,0.0231907,0.047097115
1956,58f447ce8de6b9794c40f34de8f3bdb8_aug,0.520497742,0.0377545,0.072535377
1957,598a9101a7e1c0775527ebc0bc3c5c13,0.44245229,0.0168812,0.038153718
1958,598a9101a7e1c0775527ebc0bc3c5c13_aug,0.469075148,0.0016972,0.003618184
1959,598f5748053b4023bbbe6da598bf8093,0.502299612,0.0336034,0.066899116
1960,598f5748053b4023bbbe6da598bf8093_aug,0.508333942,0.0559218,0.110009967
1961,5994e6c564daca5b3e76bf14d07b33b0,0.345949973,0.0036827,0.010645181
1962,5994e6c564daca5b3e76bf14d07b33b0_aug,0.325425538,0.0001338,0.000411154
1963,59b0f2197cac1d79ef7b860bd772a37,0.352920188,0.0046356,0.013134981
1964,59b0f2197cac1d79ef7b860bd772a37_aug,0.347803085,0.0155568,0.044728758
1965,59dc4e357ad7f0b28044fe9244db50a,0.403463792,0.0002276,0.000564115
1966,59dc4e357ad7f0b28044fe9244db50a_aug,0.399894412,0.0005331,0.001333102
1967,59ed9bf99fd1262fd77312c90516c805,0.344702615,0.0029579,0.00858102
1968,59ed9bf99fd1262fd77312c90516c805_aug,0.352985348,0.0041208,0.011674139
1969,59ef61bfa7b428002db5437b4a62726e,0.437248962,0.0079034,0.018075286
1970,59ef61bfa7b428002db5437b4a62726e_aug,0.454306069,0.0014227,0.003131589
1971,5a09229a46613b40831d1e2b3448216,0.446439952,0.0382763,0.085736726
1972,5a09229a46613b40831d1e2b3448216_aug,0.457995229,0.0435502,0.095088764
1973,5a56285761f2d6cf261c731730128248,0.366673725,0.02985,0.081407524
1974,5a56285761f2d6cf261c731730128248_aug,0.356226638,0.0155585,0.043675847
1975,5a5b0e1cbb38bdb12d08a76380360b3b,0.422410954,0.0014212,0.003364496
1976,5a5b0e1cbb38bdb12d08a76380360b3b_aug,0.422230929,0.0008836,0.002092694
1977,5a6c9aa09f8fea59c087e064fa0d5b91_aug,0.433991194,0.0136878,0.03153935
1978,5a6e36ace3d6b89155048eb8b7ed14b6,0.383657346,0.0068878,0.017952999
1979,5a6e36ace3d6b89155048eb8b7ed14b6_aug,0.37447456,0.002711,0.007239477
1980,5a728c7371f8fa3f1e0401312b984eca,0.429513902,0.0335455,0.078101081
1981,5a728c7371f8fa3f1e0401312b984eca_aug,0.428623675,0.0166575,0.038862762
1982,5a72d00d9e11b7e1bda733a39f84326d,0.44179991,0.0399531,0.090432567
1983,5a72d00d9e11b7e1bda733a39f84326d_aug,0.442055763,0.0310418,0.070221457
1984,5a73b73d8faec5fbea32020ecba440c1,0.392791146,0.0050401,0.012831501
1985,5a73b73d8faec5fbea32020ecba440c1_aug,0.384283637,0.0044026,0.011456642
1986,5a841a8269d3560d756e18912340de0e,0.43892554,0.0160786,0.036631726
1987,5a841a8269d3560d756e18912340de0e_aug,0.438939729,0.0114323,0.026045261
1988,5a95fd2640602d944794da8d462f32a2,0.334985708,0.0174491,0.052089088
1989,5a95fd2640602d944794da8d462f32a2_aug,0.360668962,0.0040457,0.011217211
1990,5a98a0458e2d97c7c646fcd7b8b50a71,0.458783808,0.0102937,0.02243693
1991,5a98a0458e2d97c7c646fcd7b8b50a71_aug,0.460470019,0.0112422,0.024414619
1992,5aac7e6813771b2f22cd6c209adfc63b,0.39317999,0.014535,0.036967802
1993,5aac7e6813771b2f22cd6c209adfc63b_aug,0.384913623,0.0129057,0.033528821
